SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532015,GRAVITY (I) ,X ,Q,1.67,1.67,1.67,1.67,1.67,1.71,3,1115,1862.00,
532022,FILAT FASH  ,XT,Q,2.59,2.59,2.59,2.59,2.59,2.59,3,1750,4532.00,
532033,JAIN STUDIOS,Z ,Q,3.00,3.00,3.00,3.00,3.00,3.04,1,2,6.00,
532039,ZENOTECH    ,X ,Q,15.40,15.50,15.30,15.50,15.50,15.05,8,1020,15715.00,
532041,HINDUSTN BIO,X ,Q,0.94,0.94,0.94,0.94,0.94,0.98,1,300,282.00,
532051,SWELECT     ,B ,Q,261.30,261.30,244.65,244.65,244.65,271.80,235,4048,1008789.00,
532053,WALLFORT FIN,X ,Q,28.50,28.50,28.50,28.50,28.50,29.10,1,140,3990.00,
532054,KDDL LTD    ,B ,Q,409.00,409.00,399.55,404.35,399.55,410.00,10,97,39417.00,
532067,KILPEST (I) ,X ,Q,108.00,108.00,97.10,98.30,98.90,99.30,481,31321,3183969.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,5344,1015.00,
532090,VANDANA     ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.20,1,25000,5250.00,
532092,SAGARPROD   ,X ,Q,6.97,7.01,6.97,7.01,7.00,7.01,173,62217,435139.00,
532097,MUKAND ENGG.,B ,Q,15.90,15.90,15.00,15.65,15.65,14.90,19,1541,23901.00,
532113,BRIJLAXMI LE,X ,Q,1.06,1.06,1.02,1.02,1.02,1.04,10,2751,2873.00,
532123,BSE  INFRA  ,B ,Q,1.35,1.46,1.35,1.38,1.38,1.33,13,5463,7534.00,
532129,HEXAWARE TEC,A ,Q,360.00,363.25,353.00,355.75,355.05,358.05,678,42737,15209104.00,
532134,BANKBARODA  ,A ,Q,123.75,126.40,122.65,125.80,125.80,124.55,4278,1189459,148872469.00,
532141,ANDHRA CEMEN,B ,Q,4.00,4.00,3.78,3.95,3.95,3.94,12,10150,39406.00,
532143,SKM EGG PROD,B ,Q,38.40,38.40,36.80,36.90,36.90,38.00,33,950,35463.00,
532144,WELCORP     ,A ,Q,139.80,140.50,139.05,139.65,139.05,140.40,172,8140,1137818.00,
532145,H.S.(I) LTD.,X ,Q,7.74,7.74,7.74,7.74,7.74,7.38,5,224,1733.00,
532149,BNK OF INDIA,A ,Q,83.55,86.45,83.40,85.60,85.60,84.60,4782,1236517,105297668.00,
532150,INDRAPRAST  ,B ,Q,36.80,37.60,36.75,37.50,37.45,37.10,46,1875,69952.00,
532155,GAIL (I) LTD,A ,Q,154.70,154.70,145.75,147.25,147.50,302.00,6462,333051,49514989.00,XB
532156,VAIBHAVGBL  ,B ,Q,870.55,872.00,842.50,842.50,842.60,866.25,368,7044,6011884.00,
532159,TRESCON     ,X ,Q,77.00,77.00,75.00,75.00,75.00,74.00,3,75,5700.00,
532162,JK PAPER    ,B ,Q,120.10,123.95,119.00,123.75,123.75,120.75,405,23023,2812367.00,
532163,SAREGAMA (I),B ,Q,524.25,552.80,524.25,535.15,535.15,528.05,687,2035,1101436.00,
532173,CYBERTECH   ,B ,Q,58.00,58.70,52.55,53.55,52.60,57.70,253,17705,985529.00,
532174,ICICI BANK  ,A ,Q,429.85,429.85,424.80,428.65,428.65,425.90,4352,348695,149143459.00,
532175,CYIENT      ,A ,Q,525.05,544.45,524.00,539.70,539.85,526.75,184,1600,857555.00,
532178,ENGINRS.(I) ,A ,Q,106.10,111.80,106.10,109.80,109.75,107.80,1040,212746,23390205.00,
532179,CORPN.BANK  ,A ,Q,28.30,28.50,27.85,28.00,28.00,28.20,119,30222,850971.00,
532180,DHANALAK.BNK,B ,Q,16.15,17.20,16.10,17.00,17.10,15.95,171,135711,2260022.00,
532181,GUJ.MINERAL ,A ,Q,71.20,71.95,70.60,71.05,71.05,70.95,181,9845,699244.00,
532183,GAYATRI SUGR,XT,Q,2.31,2.36,2.31,2.33,2.32,2.43,10,3309,7698.00,
532187,INDUSIND BNK,A ,Q,1480.00,1508.80,1456.40,1492.40,1492.40,1475.95,4887,120911,179639938.00,
532189,INDIA TOURIS,B ,Q,249.40,255.00,246.80,251.80,248.20,253.85,176,2316,580717.00,
532209,J & K BANK  ,A ,Q,39.00,40.60,38.50,39.95,39.80,39.55,446,45051,1795470.00,
532210,CITY UNION  ,A ,Q,202.65,207.00,194.45,199.40,199.40,200.10,824,47387,9485470.00,
532212,ARCHIES LTD ,B ,Q,20.45,20.45,20.10,20.10,20.10,19.65,3,96,1947.00,
532215,AXIS BANK   ,A ,Q,782.00,788.60,776.60,786.20,786.20,783.05,3167,189524,148378447.00,
532216,HB STOCKHOL.,B ,Q,7.80,7.80,7.25,7.73,7.73,7.20,7,125,924.00,
532217,SIEL FINANCL,XT,Q,10.49,10.49,10.49,10.49,10.49,11.03,2,100,1049.00,
532218,SOUTH IND.BK,A ,Q,12.80,12.93,12.75,12.81,12.81,12.92,1507,1663196,21386092.00,XD
532219,ENERGY DEV. ,B ,Q,5.71,6.05,5.71,5.95,5.95,5.79,11,5224,31335.00,
532221,SONATA SOFT.,A ,Q,356.60,360.00,354.00,359.10,359.90,356.25,220,3965,1421147.00,
532230,BENGAL TEA &,X ,Q,35.00,35.00,35.00,35.00,35.00,35.00,1,50,1750.00,
532234,NAT.ALUM    ,A ,Q,47.90,48.20,47.30,47.75,47.75,47.75,1445,647955,30949442.00,
532240,INDIA NIPPON,B ,Q,400.00,406.60,399.05,403.70,406.60,399.65,21,101,40724.00,
532259,APAR INDUS. ,B ,Q,564.00,571.45,555.30,569.85,569.05,567.80,278,716,402530.00,
532268,ACCELYA     ,B ,Q,863.45,864.80,858.00,858.95,858.00,856.40,17,68,58514.00,
532271,CYBERMATE   ,X ,Q,1.96,1.96,1.83,1.90,1.90,1.94,14,13067,24504.00,
532275,LANDMARC LEI,X ,Q,0.39,0.40,0.39,0.40,0.40,0.39,15,59192,23173.00,
532276,SYNDICATE BN,A ,Q,38.65,40.90,38.05,40.30,40.90,38.55,453,144506,5735030.00,
532281,HCL TECHNO  ,A ,Q,1036.35,1047.90,1008.60,1020.70,1021.40,1038.50,1775,45872,47053039.00,
532282,CASTEXTECH  ,T ,Q,0.76,0.78,0.73,0.73,0.73,0.76,15,11794,9046.00,
532284,TCFC FINANCE,X ,Q,29.65,29.65,25.20,25.45,25.20,27.20,15,666,17106.00,
532285,GEOJITFSL   ,B ,Q,32.50,32.85,31.75,32.05,32.15,32.95,45,3150,101995.00,
532286,JINDAL STE  ,A ,Q,136.10,136.85,132.35,135.85,135.85,135.25,4228,734582,98867349.00,
532290,BLB LTD.    ,T ,Q,4.21,4.21,4.21,4.21,4.21,4.02,1,100,421.00,
532296,GLENMARK PHA,A ,Q,440.80,452.35,436.80,449.25,448.00,436.75,3291,114830,51489543.00,
532300,WOCKHARDT   ,A ,Q,351.00,367.00,345.70,360.30,359.00,350.65,1636,73674,26421279.00,
532301,TATA COFFEE ,B ,Q,76.05,78.95,76.00,77.95,77.95,76.90,357,31422,2432939.00,
532305,IND-SWIFT LA,B ,Q,32.00,32.00,31.15,31.55,31.85,31.55,37,2412,76577.00,
532309,GEPIL       ,B ,Q,847.10,874.40,846.60,869.85,868.95,845.50,63,279,241483.00,
532310,SHREE RAMA  ,B ,Q,5.27,5.74,5.19,5.30,5.30,5.30,18,832,4435.00,
532313,MAHINDRALIFE,A ,Q,404.50,407.55,401.05,403.10,407.50,397.30,82,1176,474405.00,
532321,CADILA HEALT,A ,Q,224.00,231.45,223.20,230.65,230.65,224.50,560,36782,8383645.00,
532323,SHIVA CEMENT,X ,Q,12.11,12.64,12.11,12.60,12.60,12.35,151,62240,775230.00,
532326,INTENS TECH ,B ,Q,27.00,27.00,25.05,26.80,26.80,27.15,8,900,23234.00,
532329,DANLAW TECH.,X ,Q,83.00,83.00,78.00,78.40,78.40,80.15,28,2160,170908.00,
532331,AJANTA PHARM,A ,Q,919.40,925.25,910.00,916.00,916.00,923.20,319,6933,6348555.00,
532333,HB PORTFOLIO,X ,Q,17.70,19.90,17.70,18.10,18.10,18.55,15,289,5266.00,
532334,HB ESTATE DE,X ,Q,11.71,11.71,11.71,11.71,11.71,11.16,8,373,4367.00,
532339,COMPUCOM SOF,B ,Q,7.86,8.68,7.86,8.64,8.64,7.86,28,4810,39631.00,
532341,IZMO        ,B ,Q,43.30,46.00,43.30,44.00,44.10,43.45,87,3253,146153.00,
532343,TVS MOTOR L ,A ,Q,410.50,429.00,407.60,426.75,426.75,411.30,1060,49151,20606640.00,
532344,SOFTSOL (I) ,X ,Q,28.75,28.75,28.75,28.75,28.75,28.55,2,300,8625.00,
532345,GATI LTD.   ,B ,Q,68.45,72.75,68.00,70.45,70.45,68.75,927,123076,8599494.00,
532348,SUBEX LTX   ,B ,Q,5.70,5.82,5.66,5.73,5.73,5.83,66,45706,262714.00,
532349,TRANSPORT CO,B ,Q,289.10,295.00,286.40,291.70,289.00,285.80,52,260,75378.00,
532350,PADMALAYA TE,XT,Q,1.47,1.48,1.41,1.41,1.41,1.41,5,752,1101.00,
532351,AKSH OPTIFIB,B ,Q,11.25,11.72,11.20,11.62,11.58,11.51,101,31892,369107.00,
532354,VIRGOGLOB   ,X ,Q,1.71,1.71,1.71,1.71,1.71,1.79,3,201,343.00,
532355,PICTURHOUSE ,X ,Q,1.81,1.90,1.81,1.90,1.90,1.90,2,201,363.00,
532356,TRIVENI ENGG,B ,Q,64.00,65.25,62.65,64.90,64.90,63.55,316,31884,2044728.00,
532357,MUKTA ARTS  ,B ,Q,36.80,37.80,35.10,36.00,36.00,37.65,27,732,26504.00,
532362,NAGPUR POWER,X ,Q,35.70,37.00,35.55,35.55,35.55,37.40,5,211,7517.00,
532365,DYNACONS SYS,B ,Q,29.00,30.00,28.85,30.00,30.00,28.05,11,125,3696.00,
532366,PNB GILTS   ,B ,Q,35.10,36.50,35.10,35.65,35.65,34.95,187,37362,1334234.00,
532368,BCG         ,B ,Q,3.79,3.86,3.78,3.78,3.78,3.97,67,83207,315701.00,
532369,RAMCO INDS. ,B ,Q,194.75,196.50,191.15,191.85,191.85,196.45,60,1713,331652.00,
532370,RAMCO  SYSTM,B ,Q,213.65,214.00,208.10,210.10,209.70,209.75,44,573,120936.00,
532371,TATA TELESER,T ,Q,3.80,3.94,3.80,3.94,3.94,3.76,180,250344,985909.00,
532372,VIRINCHI    ,X ,Q,68.00,68.40,66.00,66.65,66.50,67.45,130,13409,897962.00,
532373,WEPSOLN     ,X ,Q,16.05,19.60,16.05,19.60,19.60,16.35,56,15546,298580.00,
532374,STER TECH   ,A ,Q,163.70,164.80,157.60,161.60,161.60,162.45,2235,135367,21931118.00,
532380,BABA ARTS   ,X ,Q,3.30,3.44,3.01,3.24,3.25,3.45,19,1335,4121.00,
532382,BALAJI TELE.,B ,Q,52.20,53.90,52.20,53.30,53.30,52.60,39,1964,104228.00,
532384,TYCHE INDS  ,X ,Q,51.00,51.00,49.00,49.85,50.00,49.00,14,1382,68211.00,
532386,CALIFORN.SOF,B ,Q,16.19,16.50,15.65,16.25,16.25,16.01,33,19757,315857.00,
532388,INDIAN OVER.,A ,Q,12.10,12.26,12.00,12.11,12.12,12.34,98,35758,433308.00,
532390,TAJ GVK HOTL,B ,Q,190.50,193.00,188.15,190.55,193.00,187.65,45,812,154411.00,
532391,OPTO CIRCUIT,B ,Q,4.79,4.88,4.59,4.68,4.68,4.73,63,22262,105062.00,
532395,AXISCADES   ,B ,Q,64.35,64.95,62.05,62.60,62.50,63.35,249,114270,7244835.00,
532398,UMESL       ,B ,Q,1.76,1.76,1.76,1.76,1.76,1.85,1,199,350.00,
532400,BSOFT       ,A ,Q,82.05,82.15,80.35,81.60,81.60,82.35,356,31206,2537802.00,
532402,USGTECH     ,X ,Q,3.30,3.30,3.30,3.30,3.30,3.30,1,1,3.00,
532404,SAVEN TECHNO,X ,Q,14.35,18.00,14.00,17.00,17.00,17.00,47,6494,96484.00,
532406,AVANTEL LTD ,X ,Q,223.10,239.90,223.10,228.00,228.00,230.00,38,981,222755.00,
532407,MOSCHIP     ,X ,Q,16.00,17.00,15.95,16.75,17.00,16.60,14,843,14019.00,
532408,MEGASOFT LTD,T ,Q,7.02,7.45,6.85,7.05,6.90,7.11,40,11200,78602.00,
532410,TRANSCORP IN,X ,Q,17.95,18.35,17.15,17.90,17.90,17.60,9,309,5601.00,
532411,VISESH INFO.,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1000,190.00,
532413,CEREBRA INTE,B ,Q,24.55,25.25,24.05,24.30,24.40,24.45,267,52712,1301856.00,
532416,MID-DAY MULT,B ,Q,13.05,13.85,12.99,13.85,13.85,13.66,16,31308,425716.00,
532418,ANDHRA BANK ,A ,Q,22.85,23.15,22.65,22.95,22.90,22.85,101,26383,604638.00,
532419,SMARTLINK   ,T ,Q,96.25,96.25,96.25,96.25,96.25,101.30,8,1470,141487.00,
532424,GODREJ CONS ,A ,Q,649.00,652.50,639.75,647.40,648.40,652.10,525,17915,11565488.00,
532425,GENUSPRIME  ,X ,Q,2.47,2.47,2.47,2.47,2.47,2.60,1,50,123.00,
532430,BF UTILI    ,B ,Q,212.95,220.70,199.00,202.75,202.75,206.55,10638,536467,112852678.00,
532432,UNITD SPR   ,B ,Q,580.15,580.15,562.50,568.40,569.95,579.55,983,40868,23236330.00,
532439,OLECTRA     ,B ,Q,200.40,203.30,195.00,200.25,201.45,199.35,238,18371,3675464.00,
532440,MPS LTD     ,B ,Q,561.00,568.90,550.00,568.35,565.85,558.75,24,152,85972.00,
532443,CERA SANITAR,A ,Q,2889.75,2911.90,2871.00,2900.85,2902.05,2923.65,36,114,329500.00,
532454,BHARTI ARTL ,A ,Q,357.00,363.20,354.80,362.20,362.60,356.55,1050,91249,32786847.00,
532455,SHALIMAR WIR,X ,Q,8.75,9.01,8.75,9.01,9.01,9.30,8,1431,12539.00,
532456,COMPUAGE INF,B ,Q,12.87,13.31,12.71,13.31,13.31,12.79,43,1455,18743.00,
532457,GULSHAN POLY,B ,Q,43.00,43.75,42.30,42.90,42.70,43.85,25,1651,71065.00,
532459,AUNDEFAZE   ,X ,Q,16.25,16.25,16.25,16.25,16.25,15.50,1,500,8125.00,
532460,PONNI SUG(ER,B ,Q,111.00,111.00,111.00,111.00,111.00,112.95,1,1200,133200.00,
532461,PUNJAB NATIO,A ,Q,72.00,74.70,70.80,74.35,74.35,72.80,8841,3416201,250955510.00,
532466,ORACLE FIN  ,A ,Q,3244.50,3271.00,3210.85,3243.55,3230.00,3218.65,130,747,2423388.00,
532467,HAZ MUL PRO ,X ,Q,0.69,0.69,0.69,0.69,0.69,0.66,1,5000,3450.00,
532468,KAMAHOLDING ,B ,Q,5150.00,5201.00,5070.00,5091.35,5070.00,5171.50,24,144,736796.00,
532475,APTECH LTD  ,B ,Q,138.55,141.75,136.45,140.25,140.25,138.05,926,63111,8733096.00,
532477,UNION BANK L,A ,Q,76.90,78.50,76.10,78.15,78.15,77.20,2191,716249,55585336.00,
532478,UNITED BREWA,A ,Q,1386.00,1386.00,1346.65,1350.20,1350.20,1374.20,750,15173,20516723.00,
532479,ISMT LTD    ,B ,Q,5.21,5.41,5.21,5.41,5.41,5.43,2,11,59.00,
532480,ALLAHABAD BK,A ,Q,47.05,49.45,45.80,48.45,48.45,47.05,613,213618,10194259.00,
532481,NOIDA-TOLL B,B ,Q,3.90,3.93,3.87,3.88,3.88,3.90,14,10161,39432.00,
532482,GRANULES (I),A ,Q,94.30,97.55,93.80,96.90,97.10,95.15,181,14997,1438478.00,
532483,CANARA BANK ,A ,Q,269.00,277.00,266.75,275.20,275.20,269.55,3368,426273,116118006.00,
532485,BALMER LA.IN,B ,Q,439.95,440.00,436.00,439.10,440.00,437.05,132,6261,2742048.00,
532486,POKARNA LTD ,B ,Q,135.00,137.90,132.70,135.70,136.00,135.00,34,1244,169164.00,
532488,DIVI'S LAB. ,A ,Q,1576.00,1615.00,1569.55,1603.60,1603.60,1575.50,865,16613,26524742.00,
532493,ASTRA MICRO ,B ,Q,84.90,84.90,81.50,83.05,81.90,82.25,212,16072,1340784.00,
532497,RADICOKHAIT ,A ,Q,279.00,294.30,277.85,286.90,288.00,284.00,714,17062,4870452.00,
532498,SHRMCITYUN  ,A ,Q,1475.00,1498.65,1475.00,1491.80,1490.00,1487.35,30,85,126722.00,
532500,MARUTISUZUK ,A ,Q,6050.00,6078.35,5911.00,5947.10,5947.10,6033.15,13431,106820,639458102.00,
532503,RAJAPAMILLS ,X ,Q,797.45,797.45,756.00,774.80,775.00,762.35,115,4078,3138465.00,
532504,NAVIN FLUORI,A ,Q,678.45,678.60,653.40,657.10,658.00,673.35,199,1962,1310616.00,
532505,UCOBANK     ,A ,Q,19.20,19.40,18.80,18.95,18.95,19.45,322,103464,1970577.00,
532507,BAG FIL MED ,B ,Q,3.29,3.41,3.20,3.34,3.30,3.45,24,24202,80713.00,
532508,JSL         ,B ,Q,31.70,32.30,31.70,31.85,31.80,31.60,70,9613,307201.00,
532509,SUPRAJIT ENG,B ,Q,206.00,206.00,197.00,202.45,202.50,202.50,25,202,40517.00,
532511,EXCEL CROP. ,B ,Q,2935.15,2977.75,2900.00,2909.00,2900.00,2958.25,90,545,1599672.00,
532513,TVSELE      ,B ,Q,164.20,166.30,160.15,161.25,161.25,163.70,229,5128,832006.00,
532514,INDRA GAS   ,A ,Q,299.00,306.40,297.95,303.90,303.90,297.05,1198,73650,22307686.00,
532515,TV TODAY    ,B ,Q,269.00,276.00,269.00,274.95,276.00,276.90,58,1182,322775.00,
532521,PALRED      ,B ,Q,26.85,27.15,26.85,26.85,26.85,28.20,13,232,6244.00,
532522,PETRONET LNG,A ,Q,247.00,247.00,239.80,241.70,241.20,245.70,1780,61855,14980653.00,
532523,BIOCON LTD. ,A ,Q,241.70,247.15,238.90,244.85,244.85,240.40,1743,138380,33649969.00,
532524,PTC INDIA   ,A ,Q,64.55,65.25,64.50,64.55,64.70,64.70,504,85637,5542866.00,
532525,BANK MAHA   ,B ,Q,16.00,16.10,15.75,16.00,16.00,16.10,147,71178,1130614.00,
532527,RK FORGINGS ,B ,Q,452.65,471.80,452.65,460.40,464.60,452.00,70,697,324186.00,
532528,DATAM GLOB  ,B ,Q,91.00,92.40,90.70,91.95,91.95,91.90,91,2861,261922.00,
532529,NDTV        ,B ,Q,34.00,35.95,33.90,34.80,34.50,34.40,8,203,6945.00,
532531,STAR        ,A ,Q,372.00,383.70,369.70,379.70,379.70,372.05,1197,75416,28459839.00,
532532,JAIPRA      ,A ,Q,2.63,2.89,2.56,2.86,2.87,2.70,123991,946589,2641622.00,
532538,ULTRATECH CM,A ,Q,4399.00,4543.30,4351.75,4496.25,4490.80,4391.45,2578,26815,119538556.00,
532539,MINDA IND   ,A ,Q,286.85,292.30,274.00,274.80,274.80,286.40,717,16155,4536437.00,
532540,TCS LTD.    ,A ,Q,2170.50,2175.00,2090.00,2131.45,2131.45,2176.10,16578,1132727,2382402859.00,
532541,NIITTECH    ,A ,Q,1329.00,1336.70,1285.80,1314.75,1316.00,1313.10,1251,37393,49142179.00,
532543,GULFPETRO   ,B ,Q,48.35,49.50,48.20,48.20,48.20,49.00,41,1331,64516.00,
532548,CENTURYPLY  ,A ,Q,162.20,164.30,159.00,160.25,160.50,162.20,348,25851,4174013.00,
532553,WELENT      ,B ,Q,119.40,122.10,117.75,118.10,118.20,119.45,252,18832,2243256.00,
532555,NTPC LTD    ,A ,Q,128.75,131.95,127.65,129.75,129.00,129.65,2976,548065,71079833.00,
532604,SALSTEEL    ,B ,Q,2.88,3.14,2.80,3.13,3.13,2.88,8,2301,6673.00,
532605,JBM AUTO    ,B ,Q,220.00,225.90,219.00,223.05,225.00,224.75,102,993,220808.00,
532610,DWAR SUGAR  ,B ,Q,24.45,25.10,24.20,25.00,25.00,24.65,97,24667,614057.00,
532613,VIPCLOTHNG  ,B ,Q,16.25,16.25,15.70,15.95,15.90,15.95,49,3109,49534.00,
532616,XCHANGING   ,B ,Q,51.25,52.50,51.25,52.00,52.00,51.50,5,600,31175.00,
532617,JETAIRWAYS  ,T ,Q,56.75,56.75,56.75,56.75,56.75,59.70,74,2962,168093.00,
532621,MORARJETEX  ,B ,Q,12.50,12.50,11.90,12.25,12.25,12.78,7,1072,12869.00,
532622,GATEWAY DIST,A ,Q,125.00,125.00,122.05,124.00,124.00,124.65,124,3673,454885.00,
532624,JINDALPH    ,T ,Q,25.30,25.30,25.30,25.30,25.30,26.60,5,1112,28133.00,
532626,PONDY OXIDES,X ,Q,217.00,220.00,211.55,216.55,216.00,217.70,75,2362,514835.00,
532627,JPPOWER     ,B ,Q,1.90,1.93,1.87,1.87,1.87,1.90,71,44710,84997.00,
532628,3I INFOTECH ,B ,Q,3.05,3.31,3.02,3.28,3.30,3.09,136,179380,579163.00,
532629,MCNALLYB    ,T ,Q,2.77,2.77,2.76,2.76,2.76,2.90,13,10250,28310.00,
532630,GOKALDAS    ,B ,Q,88.90,92.50,88.90,92.50,92.50,89.35,38,1511,138444.00,
532633,ALLSEC TECH ,B ,Q,283.55,300.80,283.55,300.15,300.15,292.65,5,295,86817.00,
532636,IIFL        ,A ,Q,146.00,150.00,143.60,145.60,145.90,147.00,173,1578,231554.00,
532637,MAN DRUGORG ,B ,Q,30.20,30.35,28.60,29.40,29.40,30.00,21,3906,114924.00,
532638,SHOPPER STOP,A ,Q,485.20,485.20,473.05,473.75,476.25,488.55,68,401,192557.00,
532641,NDL         ,B ,Q,37.60,38.00,37.05,37.60,37.60,37.75,52,647,24240.00,
532642,JSWHL       ,B ,Q,2987.80,2987.80,2900.00,2924.65,2924.65,2897.00,10,12,35105.00,
532644,JK CEMENT   ,A ,Q,986.45,1001.00,969.00,971.85,969.00,983.25,154,909,898834.00,
532646,UNIPLY IND  ,T ,Q,61.40,64.80,61.40,63.80,64.50,64.20,66,21606,1357796.00,
532647,PROVOGUE IND,B ,Q,2.13,2.13,1.93,1.93,1.93,2.03,38,35382,68527.00,
532648,YES BANK    ,A ,Q,94.90,97.00,90.35,91.35,91.35,93.10,37571,9713239,912158989.00,
532649,NECTAR LIFE ,B ,Q,13.89,14.05,13.77,13.91,13.82,14.08,63,6081,84545.00,
532650,MSP STEEL   ,B ,Q,7.17,7.17,7.17,7.17,7.17,6.06,1,1,7.00,
532651,SPL INDS    ,B ,Q,40.80,41.25,39.85,40.05,40.20,40.25,66,4666,187415.00,
532652,KARNATAKA BK,A ,Q,102.00,102.00,100.25,100.60,100.60,101.80,926,303721,30627969.00,
532654,MCLEOD RUSSE,B ,Q,12.85,12.85,12.00,12.00,12.00,12.60,249,100203,1218123.00,
532656,FACOR ALLOYS,X ,Q,1.30,1.34,1.21,1.24,1.24,1.31,56,62851,78655.00,
532658,EON ELECT   ,B ,Q,23.05,23.05,22.05,22.05,22.05,23.50,10,567,12740.00,
532659,IDFC        ,A ,Q,36.95,37.00,35.75,35.85,35.90,36.40,335,139285,5029260.00,
532660,VIVIMED LABS,B ,Q,15.25,16.05,15.05,15.45,15.45,15.35,222,47442,744773.00,
532661,RANE MADRAS ,B ,Q,300.00,304.45,300.00,300.85,300.25,303.25,27,353,106521.00,
532662,HT MEDIA    ,B ,Q,29.00,29.00,27.80,28.45,28.05,29.40,62,5199,148363.00,
532663,SASKEN      ,B ,Q,655.10,663.20,655.05,658.50,658.30,660.65,31,122,80409.00,
532666,FCS SOFTWARE,B ,Q,0.21,0.21,0.20,0.21,0.21,0.21,45,519644,108746.00,
532667,SUZLONENERGY,A ,Q,4.56,4.79,4.32,4.73,4.73,4.58,3356,2289225,10637662.00,
532668,AURIONPRO SO,B ,Q,103.40,106.45,103.40,106.30,104.20,105.80,47,3059,319870.00,
532669,SOUTHBIOTEC ,X ,Q,0.92,0.92,0.92,0.92,0.92,0.91,3,234,215.00,
532670,RENUKA SUGAR,B ,Q,8.90,9.15,8.89,9.02,9.02,8.95,97,36086,324369.00,
532673,KM SUGARMILL,B ,Q,7.50,8.50,7.26,7.65,7.65,7.50,38,37862,314316.00,
532678,BOMBAY RAYON,B ,Q,6.72,6.72,6.40,6.42,6.50,6.58,10,845,5519.00,
532679,SORILINFRA  ,B ,Q,182.00,186.95,178.75,178.90,178.75,188.15,234,5468,991247.00,
532683,AIAENGINEER ,A ,Q,1794.60,1795.00,1760.05,1770.30,1760.20,1793.50,96,268,475729.00,
532684,EVEREST KANT,B ,Q,24.40,25.45,24.00,25.05,25.05,24.55,66,12191,302940.00,
532686,KERNEX MICRO,T ,Q,25.50,25.50,24.55,24.55,24.55,25.50,3,77,1937.00,
532687,REPRO INDIA ,B ,Q,547.25,554.00,540.90,545.65,545.65,550.40,11,20,10902.00,
532689,PVR LTD     ,A ,Q,1620.00,1667.25,1611.65,1659.95,1662.80,1617.45,494,9568,15642661.00,
532692,RADHA MADHAV,B ,Q,4.77,5.23,4.75,5.23,5.23,4.99,327,108562,531150.00,
532693,PUNJ LLOYD  ,B ,Q,1.46,1.46,1.41,1.41,1.41,1.45,48,64139,90881.00,
532694,BARTRONICSIN,B ,Q,3.50,3.73,3.45,3.73,3.73,3.65,7,1210,4329.00,
532695,CELEBRITYFAS,B ,Q,6.65,6.72,6.25,6.28,6.40,6.63,23,2111,13235.00,
532696,EDUCOMP SOLN,Z ,Q,1.35,1.45,1.35,1.40,1.40,1.39,14,5370,7388.00,
532698,NITINSPINNER,B ,Q,68.60,70.35,68.50,69.50,69.50,70.50,36,2523,176216.00,
532699,ROYALORCH   ,B ,Q,97.50,100.00,97.00,97.85,98.00,97.25,33,1481,145674.00,
532700,ENT NETWORK ,B ,Q,413.15,418.95,413.15,414.15,414.00,412.60,12,97,40157.00,
532701,CELLA       ,Z ,Q,5.19,5.19,5.19,5.19,5.19,4.98,1,1,5.00,
532702,GUJ PETRONET,A ,Q,183.75,186.75,180.75,184.60,183.00,182.75,374,5748,1058934.00,
532705,JAGRAN PRAK ,A ,Q,105.00,106.25,101.40,103.45,102.25,105.55,132,1780,186457.00,
532706,INOX LEISURE,A ,Q,320.00,320.00,309.20,317.85,318.35,319.10,435,6268,1969004.00,
532707,DYNEMIC PRO ,B ,Q,104.00,111.00,104.00,110.05,110.05,110.90,29,401,44091.00,
532708,GVK POWERINF,B ,Q,5.81,5.95,5.66,5.79,5.77,5.76,137,156552,912306.00,
532710,SADBHAV ENGG,A ,Q,207.50,207.50,191.00,192.85,193.00,202.95,867,16342,3195767.00,
532711,SUNIL HITECH,T ,Q,0.47,0.48,0.45,0.47,0.47,0.47,30,51243,23960.00,
532712,REL COM LTD ,A ,Q,1.59,1.69,1.58,1.67,1.67,1.62,1380,5706094,9447194.00,
532713,SAKUMA EXPO ,B ,Q,16.65,16.85,15.20,16.00,16.00,16.70,174,28071,452765.00,
532714,KEC INTERN  ,A ,Q,323.00,325.00,317.05,318.75,318.00,322.40,692,26154,8343061.00,
532716,GILLA ARBUT ,B ,Q,40.25,41.50,38.80,39.05,41.30,41.75,11,1294,50669.00,
532717,INDOTECHTR  ,B ,Q,97.80,99.75,93.00,98.55,99.75,95.50,13,737,70341.00,
532719,BL KASHYAP  ,B ,Q,10.87,11.20,10.85,11.19,11.19,10.67,172,68974,768616.00,
532720,M&M FINANSER,A ,Q,389.20,394.25,385.00,389.80,390.05,389.00,1238,53907,21006072.00,
532721,VISA STEEL  ,B ,Q,5.98,5.98,5.98,5.98,5.98,5.60,1,10,59.00,
532722,NITCO TILES ,B ,Q,31.05,31.80,30.60,31.60,31.80,31.75,38,1215,38202.00,
532725,SOLAR IND   ,A ,Q,1151.25,1180.95,1140.00,1156.85,1141.75,1158.95,78,289,334895.00,
