SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
524129,VINYL CHEM  ,B ,Q,66.05,68.50,66.05,68.35,68.50,67.75,19,580,39384.00,
524136,PEE CEE COSM,X ,Q,92.50,94.35,85.60,93.70,94.30,89.90,10,53,4929.00,
524164,IOL CHEM PH ,B ,Q,197.95,202.50,194.10,198.70,198.70,197.25,995,43336,8628711.00,
524174,KESAR PETRO ,X ,Q,5.96,5.96,5.13,5.28,5.22,5.74,213,35357,189672.00,
524200,VINATI ORG. ,A ,Q,2070.00,2160.55,2039.70,2111.70,2111.70,2105.15,477,2721,5772765.00,
524202,LACTOSE(I)  ,XT,Q,20.50,21.00,20.50,21.00,21.00,21.50,10,650,13630.00,
524208,AARTI INDUST,T ,Q,1730.00,1749.90,1657.00,1664.70,1689.70,1743.65,448,19569,33243024.00,
524212,WANBURY LTD ,T ,Q,13.10,13.56,13.10,13.56,13.56,12.92,23,9966,134919.00,
524218,RESONANCE   ,XT,Q,43.95,43.95,42.55,43.50,43.65,42.70,32,10324,448385.00,
524226,GUJ AMB EXP ,B ,Q,151.00,153.50,140.00,141.35,141.35,151.90,683,15131,2176729.00,
524230,RASHTR.CHEM.,A ,Q,56.80,57.50,55.80,56.85,56.85,56.80,646,144606,8222186.00,
524280,KOPRAN LTD. ,B ,Q,36.00,36.00,34.75,34.85,34.80,35.20,52,3849,134881.00,
524288,AIMCO PESTI.,X ,Q,110.00,114.95,110.00,114.05,114.00,111.00,21,1702,192871.00,
524322,KABRA DRUGS ,XT,Q,0.60,0.60,0.60,0.60,0.60,0.62,2,210,126.00,
524324,SEYAIND     ,B ,Q,449.00,455.00,441.05,453.40,454.90,451.10,86,8208,3672598.00,
524330,JAYANT AGRO ,B ,Q,169.00,172.15,165.25,167.80,166.20,170.50,110,2387,402392.00,
524332,BCLIL       ,X ,Q,92.90,92.90,81.20,84.40,83.90,85.40,49,3407,287470.00,
524336,SH.HARI CHEM,X ,Q,20.65,20.65,20.65,20.65,20.65,21.65,1,30,619.00,
524342,INDOBORAXC  ,X ,Q,400.00,410.00,396.90,404.90,404.90,404.35,22,476,192398.00,
524348,AARTI DRUGS ,B ,Q,512.80,527.20,509.05,520.80,527.20,509.70,90,391,201564.00,
524370,BODAL CHEM  ,B ,Q,95.00,96.45,94.60,95.65,95.90,95.45,151,7996,762491.00,
524372,ORCHIDPHAR  ,Z ,Q,7.24,7.24,7.20,7.24,7.24,6.90,75,148834,1077554.00,
524394,VIMTA LABS  ,B ,Q,169.55,175.15,168.00,171.30,171.70,170.30,64,2479,425993.00,
524396,BIOFIL CHEM ,T ,Q,7.73,7.73,7.02,7.02,7.02,7.37,3,100,737.00,
524404,MARKSANS    ,B ,Q,18.80,19.65,18.00,19.25,19.30,19.05,263,115218,2229001.00,
524408,UNIV.STARCH ,XT,Q,47.25,47.25,45.00,47.25,47.25,45.00,9,276,12799.00,
524412,AAREY DRUGS ,X ,Q,19.70,19.70,18.25,18.80,18.95,18.85,83,2771,51608.00,
524414,NORRIS MEDI.,XT,Q,7.50,7.50,7.50,7.50,7.50,7.20,1,200,1500.00,
524440,CAMEX LTD   ,X ,Q,29.50,32.95,27.50,31.70,31.00,29.20,159,39021,1220551.00,
524444,KAVITIND    ,X ,Q,44.00,45.95,42.40,43.80,43.80,44.40,81,29088,1251885.00,
524458,INDOEURO    ,XT,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,25,237.00,
524470,SYNCOM FORM.,X ,Q,0.89,0.90,0.87,0.88,0.89,0.88,196,536247,474426.00,
524480,RIDHI SIDHI ,X ,Q,286.00,292.50,279.00,292.50,292.50,293.55,13,88,25200.00,
524488,SVCIND      ,XT,Q,1.80,1.80,1.80,1.80,1.80,1.77,12,7750,13950.00,
524494,IPCA LAB LTD,A ,Q,939.30,957.85,932.00,951.75,948.25,942.35,405,2712,2569876.00,
524500,KILITCH DRUG,B ,Q,138.90,148.00,138.90,145.65,148.00,137.90,96,1617,230464.00,
524506,CORAL LAB.  ,X ,Q,195.25,206.00,191.30,200.00,200.00,199.20,30,2422,475974.00,
524518,KREBS BIOCHM,B ,Q,75.05,75.05,75.00,75.00,75.00,80.00,2,60,4500.00,
524520,KMC SHIL    ,X ,Q,11.10,11.30,11.00,11.02,11.15,11.19,56,14434,160145.00,
524522,LAFFANS PETR,X ,Q,13.78,13.78,13.78,13.78,13.78,14.50,3,300,4134.00,
524542,SUKJIT STRCH,X ,Q,220.50,229.95,220.50,223.15,223.15,225.40,23,1200,269077.00,
524558,NEULAND LAB.,B ,Q,559.90,561.45,555.00,555.00,555.00,558.30,68,1858,1037450.00,
524570,PODDAR PIGM.,B ,Q,160.00,160.00,160.00,160.00,160.00,158.05,1,30,4800.00,
524576,VIVID IND   ,X ,Q,26.00,26.50,25.10,26.05,26.50,25.70,10,2036,52862.00,
524580,PRIYA LTD.  ,X ,Q,17.70,17.70,17.50,17.50,17.50,16.95,3,8650,153015.00,
524582,TIRUPATI STA,XT,Q,33.25,33.30,32.90,33.00,33.00,31.90,7,330,10918.00,
524594,ASHOK-ALCO  ,X ,Q,30.50,32.80,30.50,32.70,32.70,31.40,14,834,26668.00,
524598,AKSHARCHEM I,B ,Q,275.00,275.00,275.00,275.00,275.00,272.75,12,38,10450.00,
524602,SHIVA MEDIC.,Z ,Q,15.00,15.00,15.00,15.00,15.00,15.00,1,2,30.00,
524606,BERYL DRUGS ,X ,Q,6.80,6.80,6.16,6.16,6.16,6.48,3,1500,10136.00,
524610,RATHI GRAPH.,X ,Q,1.69,1.69,1.69,1.69,1.69,1.77,1,10,16.00,
524632,SHUKRAPHAR  ,XT,Q,50.25,55.25,50.25,55.25,55.25,52.85,7,300,15098.00,
524634,ALU FLUORIDE,X ,Q,120.00,120.90,115.10,119.25,120.50,117.15,166,7962,943211.00,
524640,ARCHITORG   ,X ,Q,9.97,9.97,9.03,9.50,9.50,9.50,4,61,556.00,
524648,INDO AMINES ,X ,Q,78.45,78.45,75.00,76.70,77.80,75.15,21,1136,85922.00,
524652,IND.SWIFT LT,B ,Q,3.94,3.94,3.90,3.90,3.90,3.76,3,136,534.00,
524663,BH.IMMUN&BIO,B ,Q,7.45,7.45,6.81,7.25,7.25,7.04,21,2710,19057.00,
524667,SOTL        ,B ,Q,1015.00,1050.55,1015.00,1033.00,1033.00,1030.10,19,109,113519.00,
524669,HESTER BISC ,B ,Q,1799.00,1799.00,1763.00,1773.85,1773.85,1796.05,23,59,104905.00,
524687,BASANT AGRO ,X ,Q,3.18,3.40,3.18,3.35,3.35,3.39,11,5432,18229.00,
524699,KILBURN CHEM,XT,Q,24.25,24.25,24.25,24.25,24.25,25.50,2,1001,24274.00,
524703,SANDU PHARMA,X ,Q,18.35,20.10,17.35,19.95,20.05,18.55,14,1205,21953.00,
524709,NACLIND     ,B ,Q,28.50,29.00,27.50,28.50,28.50,28.00,71,9562,271174.00,
524711,VISTA PHARMA,XT,Q,13.13,14.47,13.13,13.90,13.90,13.82,13,3341,46081.00,
524715,SUN PHARMA. ,A ,Q,370.70,394.90,367.50,386.50,386.50,367.10,11820,911780,351707595.00,
524717,TITAN BIOTEC,X ,Q,33.80,35.45,32.70,35.05,35.45,33.80,17,3710,131179.00,
524727,SDL         ,X ,Q,23.50,23.50,23.45,23.45,23.45,22.40,2,1001,23473.00,
524731,JENBURKT PH.,X ,Q,520.00,534.00,520.00,534.00,534.00,525.30,17,162,85716.00,
524735,HIKAL LTD.  ,B ,Q,163.30,166.10,162.20,164.50,164.65,164.40,356,24059,3937219.00,
524742,CAPLIN POINT,B ,Q,421.50,427.25,415.00,417.15,415.00,423.15,112,1279,536722.00,
524748,LINK PHARMA ,X ,Q,10.32,10.32,10.31,10.31,10.31,10.33,4,1517,15650.00,
524758,WINTAC LTD  ,X ,Q,204.95,204.95,204.95,204.95,204.95,209.45,2,2,409.00,
524764,NUTRA       ,X ,Q,7.99,7.99,7.60,7.90,7.90,7.71,68,39725,309154.00,
524768,EMMESSAR BIO,X ,Q,13.77,13.77,13.77,13.77,13.77,13.12,6,3093,42590.00,
524774,NGL FINE CHM,XT,Q,513.50,529.20,500.05,508.60,505.00,513.55,47,833,423773.00,
524790,EVEREST ORG.,X ,Q,146.00,153.05,146.00,150.40,148.00,149.70,17,467,69819.00,
524804,AUROB.PHARMA,A ,Q,589.70,607.10,582.55,604.10,604.10,587.05,2252,99295,59470212.00,
524808,PHYTOCHEM I.,X ,Q,27.05,28.90,27.00,28.90,28.90,26.85,6,260,7044.00,
524816,NATCO PHARM ,A ,Q,521.45,540.00,521.05,533.60,540.00,522.45,428,734464,389287322.00,
524818,DYNAMIC IND.,X ,Q,70.00,74.75,70.00,73.00,73.00,70.25,4,70,5065.00,
524820,PANAMA PETRO,B ,Q,90.70,91.00,86.00,89.65,91.00,90.70,61,1473,130114.00,
524824,BAL PHARMA  ,B ,Q,52.00,52.70,51.00,51.65,51.65,53.45,11,135,7003.00,
524828,BDH INDUS.  ,XT,Q,60.00,62.30,58.70,58.80,62.30,59.35,19,2224,132187.00,
526001,JAUS POLYMER,X ,Q,13.70,13.70,13.70,13.70,13.70,13.30,1,50,685.00,
526027,CUBEX TUBING,B ,Q,11.35,11.47,11.35,11.47,11.47,10.43,14,4481,51248.00,
526043,POLYMECH.MCH,X ,Q,24.20,24.25,24.20,24.25,24.25,24.80,2,200,4845.00,
526073,GALAXY BEAR.,XT,Q,163.00,170.00,162.10,162.10,162.10,162.10,10,391,63862.00,
526093,SATVAH.ISPAT,T ,Q,6.25,6.85,6.25,6.85,6.85,6.53,13,4869,32687.00,
526117,SHERVANI IND,X ,Q,500.00,524.70,485.00,517.85,511.00,511.85,27,220,110007.00,
526137,SHETRON LTD ,X ,Q,23.05,24.90,23.05,24.90,24.90,23.90,8,239,5533.00,
526139,TRANSGENE BI,XT,Q,3.01,3.19,3.01,3.12,3.12,3.16,19,9113,27864.00,
526143,MPL         ,XT,Q,5.79,5.79,5.79,5.79,5.79,5.52,3,640,3705.00,
526159,NIKHIL ADHSV,X ,Q,160.10,160.10,159.00,159.00,159.00,163.45,9,970,154442.00,
526161,SPENTA INT. ,X ,Q,57.35,61.00,57.00,60.70,61.00,68.10,15,535,31437.00,
526169,MULTIBASE I ,X ,Q,164.25,176.60,164.25,176.00,175.20,168.40,161,7946,1373861.00,
526173,ANDREW YULE ,B ,Q,16.00,16.30,16.00,16.15,16.15,15.90,54,29096,469349.00,
526179,LUDOLOW JUTE,X ,Q,58.90,58.90,54.25,54.50,54.45,54.30,14,657,35976.00,
526217,HITECHCORP  ,B ,Q,80.90,80.90,77.15,77.15,77.15,77.75,4,8,633.00,
526227,FILATEX INDI,B ,Q,36.75,37.40,36.10,36.80,36.80,37.00,160,85752,3155056.00,
526235,MERCATOR    ,B ,Q,1.58,1.65,1.54,1.65,1.65,1.58,68,26661,43093.00,
526241,AMRAPALI IND,X ,Q,3.72,3.74,3.72,3.74,3.74,3.88,3,1005,3758.00,
526247,PREMIER EXPL,B ,Q,182.55,189.80,179.70,189.80,189.80,183.00,8,135,25000.00,
526263,MOLD-TEK TEC,B ,Q,54.50,54.50,53.00,53.65,53.00,52.75,7,261,13968.00,
526299,MPHASIS LTD ,A ,Q,975.05,977.00,939.00,942.30,942.30,966.55,651,4635,4396017.00,
526301,MEDINOVA DIA,XT,Q,14.10,14.10,13.10,14.10,14.10,13.45,5,300,4030.00,
526365,SWARNASA    ,X ,Q,9.30,9.30,8.60,9.30,9.30,8.92,3,70,637.00,
526367,GANESH HSG. ,B ,Q,44.30,45.70,44.10,44.10,44.10,44.85,14,232,10415.00,
526371,NMDC LTD    ,A ,Q,107.00,109.60,106.60,109.20,109.20,106.90,1286,91223,9911197.00,
526381,PAT INT LOG ,B ,Q,36.25,37.60,36.20,36.75,36.80,36.20,79,4262,156782.00,
526397,ALPHAGEO (I),B ,Q,377.00,387.75,375.50,382.90,379.35,385.60,89,286,109108.00,
526407,RIT PRO IND ,XT,Q,17.30,17.30,15.80,16.35,15.80,16.60,9,850,14368.00,
526409,KKALPANAIND ,X ,Q,19.90,19.90,16.10,18.55,18.55,18.00,14,773,13237.00,
526415,OK PLAY (I) ,XT,Q,27.00,28.40,26.20,26.20,26.20,27.55,33,2762,74339.00,
526423,KRITI INDUS.,X ,Q,19.70,22.90,18.30,20.75,20.90,19.65,49,12615,249353.00,
526433,ASM TECHNOLO,X ,Q,110.00,110.00,109.00,109.00,109.00,112.50,2,112,12308.00,
526441,VISIONCINE  ,XT,Q,0.93,0.97,0.93,0.97,0.97,0.93,10,10380,10005.00,
526445,INDRAYANI BI,XT,Q,5.50,5.50,5.50,5.50,5.50,5.74,1,12,66.00,
526471,WINSOME BREW,XT,Q,2.45,2.45,2.45,2.45,2.45,2.57,2,500,1225.00,
526479,SKY INDUST. ,X ,Q,32.70,32.90,30.50,30.55,31.00,30.00,7,1026,31536.00,
526492,RISHIROOP   ,X ,Q,49.00,49.00,49.00,49.00,49.00,49.95,1,100,4900.00,
526494,PROMACT     ,X ,Q,5.35,5.35,5.35,5.35,5.35,5.35,1,480,2568.00,
526506,SYSTAMATIX C,X ,Q,48.75,48.75,48.75,48.75,48.75,46.45,1,1,48.00,
526519,ALPINE HSG. ,X ,Q,11.50,13.68,11.50,13.67,13.67,12.63,13,3404,43681.00,
526521,SANGHI IND. ,B ,Q,62.05,68.00,61.85,66.40,67.30,62.00,151,7619,494182.00,
526538,MAXIMAA SYST,X ,Q,2.50,2.50,2.50,2.50,2.50,2.50,4,2055,5137.00,
526544,SCANP GEOM  ,X ,Q,22.00,23.10,22.00,22.95,23.10,20.60,62,28182,640513.00,
526546,CHOKSI LABOR,X ,Q,13.97,13.97,13.97,13.97,13.97,13.31,3,29,405.00,
526550,CCHHL       ,T ,Q,5.02,5.44,5.02,5.36,5.36,5.26,6,1675,8610.00,
526568,LONGVIEW TEA,XT,Q,8.03,8.03,8.03,8.03,8.03,8.45,1,5,40.00,
526582,TPL PLAST   ,B ,Q,126.00,132.95,120.20,129.00,129.00,130.00,21,310,40135.00,
526586,WIM PLAST LT,X ,Q,463.00,469.90,460.20,462.10,469.00,455.70,8,39,18117.00,
526596,LIBERTY SHOE,B ,Q,109.50,115.60,109.50,114.25,114.25,111.55,212,8127,924615.00,
526604,LIPPI SYSTEM,XT,Q,9.97,9.97,9.04,9.04,9.04,9.50,3,1172,11675.00,
526608,ELECTROTHERM,B ,Q,217.00,230.20,216.75,216.75,216.75,228.15,183,11342,2484818.00,
526612,BLUE DART EX,A ,Q,2645.00,2666.25,2603.00,2609.00,2630.00,2641.45,95,185,486928.00,
526614,EXPO GAS    ,X ,Q,3.80,3.99,3.66,3.99,3.75,3.80,14,4873,18230.00,
526616,NAT.PLASTIC ,X ,Q,26.55,26.55,26.50,26.50,26.50,26.50,8,410,10870.00,
526640,ROYALE MANOR,XT,Q,9.76,9.76,9.76,9.76,9.76,10.00,2,15,146.00,
526642,MIRZA INTER ,B ,Q,60.90,63.60,58.85,62.85,62.85,61.45,217,17628,1077860.00,
526650,TOURISM FINA,B ,Q,82.85,84.35,79.80,80.35,80.35,82.15,290,19655,1611758.00,
526668,KAMAT HOTELS,B ,Q,40.40,41.50,40.20,40.95,40.60,40.45,54,2111,86425.00,
526705,ELEGANT MARB,XT,Q,179.80,180.00,179.80,180.00,180.00,177.00,8,107,19258.00,
526711,ADARSH PLANT,XT,Q,3.09,3.09,3.09,3.09,3.09,3.25,1,11,33.00,
526717,GOPALA POLY.,X ,Q,30.00,30.85,28.00,28.55,29.25,30.05,42,3838,109830.00,
526721,NICCO PARKS ,XT,Q,21.80,23.50,21.80,23.50,23.50,22.50,3,299,6686.00,
526723,NTC INDUST  ,X ,Q,43.90,43.90,38.10,39.20,39.20,40.75,6,24,1017.00,
526727,GARNET CONST,X ,Q,8.85,8.85,7.88,8.23,8.37,8.70,24,691,5587.00,
526729,GOLDIAM INT.,B ,Q,112.25,114.50,108.40,112.10,111.00,114.15,235,13657,1530921.00,
526731,BRIGHT BROS.,X ,Q,61.20,61.20,61.20,61.20,61.20,61.20,1,75,4590.00,
526737,CORPOR COUR ,X ,Q,12.95,12.95,12.31,12.31,12.31,12.95,5,103,1269.00,
526739,NARMADA GEL ,X ,Q,153.95,153.95,153.95,153.95,153.95,152.00,2,20,3079.00,
526747,P.G.FOILS   ,X ,Q,70.00,70.00,68.90,69.00,69.10,70.00,5,572,39840.00,
526755,VELAN HOTELS,X ,Q,3.39,3.39,3.00,3.02,3.00,3.20,17,2754,8558.00,
526775,VALIANT COMM,X ,Q,25.50,25.90,23.65,25.00,25.55,25.20,25,229,5681.00,
526783,DR.AGAR.EYE ,XT,Q,260.00,260.00,255.00,255.00,255.00,260.30,8,1000,257100.00,
526797,GREENPLY IND,B ,Q,164.40,166.50,163.15,165.95,166.50,167.00,137,4636,764832.00,
526801,PSL LTD     ,B ,Q,0.87,0.87,0.87,0.87,0.87,0.85,3,47,40.00,
526807,SEAMEC LTD  ,B ,Q,455.00,464.00,451.80,456.35,459.05,460.00,11,74,33603.00,
526817,CHEVIOT CO. ,X ,Q,575.00,588.20,575.00,578.25,578.00,588.85,48,815,472464.00,
526821,DAI-ICHI KAR,X ,Q,232.05,240.00,232.05,239.70,240.00,236.20,7,28,6697.00,
526829,CONFI PETRO ,B ,Q,33.50,35.65,33.05,34.75,35.65,33.65,357,59265,2039210.00,
526839,SHELTER     ,X ,Q,12.00,12.00,12.00,12.00,12.00,12.00,1,1,12.00,
526849,BANARAS BEAD,B ,Q,44.00,44.00,44.00,44.00,44.00,44.45,2,41,1804.00,
526851,AREX IND.   ,X ,Q,54.90,54.90,54.90,54.90,54.90,57.70,1,4,219.00,
526853,BILCARE LTD.,XT,Q,22.00,23.10,21.95,22.50,22.50,23.10,29,3234,72841.00,
526881,63MOONS     ,B ,Q,99.50,101.10,96.80,97.15,97.15,101.30,391,15467,1521287.00,
526885,SARLA PER F ,B ,Q,25.60,25.95,24.30,25.10,24.30,26.00,46,4846,123385.00,
526899,HFIL        ,X ,Q,7.30,7.50,7.10,7.50,7.22,7.25,28,8905,64447.00,
526905,PADMAIND    ,X ,Q,85.00,90.75,85.00,85.20,90.75,88.40,2,26,2215.00,
526917,CHD DEV LTD ,X ,Q,3.23,3.32,3.07,3.12,3.25,3.23,74,22920,71323.00,
526921,21ST CEN.MGM,B ,Q,16.50,16.50,16.20,16.45,16.45,16.50,8,813,13247.00,
526927,DION        ,X ,Q,3.09,3.24,2.94,3.24,3.24,3.09,10,1056,3269.00,
526931,HARIYANA SH.,X ,Q,59.00,59.00,54.00,54.60,54.60,54.60,18,817,47675.00,
526945,TYROON TEA  ,X ,Q,29.90,29.90,27.90,29.90,29.90,28.50,3,115,3238.00,
526947,LA-OPALA RG ,B ,Q,202.00,206.35,193.00,203.15,204.00,199.70,114,1381,279965.00,
526951,GOLDEN LAMIN,X ,Q,625.00,635.00,611.05,630.65,626.20,625.80,52,3433,2143653.00,
526953,VENUS REMEDI,B ,Q,23.25,23.95,23.25,23.60,23.50,23.00,14,1650,39383.00,
526957,UDL         ,X ,Q,23.00,23.30,22.10,22.55,22.95,21.95,23,3272,74414.00,
526961,TRANS FINANC,XT,Q,25.65,25.65,25.65,25.65,25.65,26.95,1,150,3847.00,
526971,DHOOT I.FIN.,X ,Q,24.65,28.80,24.65,28.00,28.00,30.25,3,700,18467.00,
526981,SHRI BAJRANG,X ,Q,16.70,18.10,16.70,17.90,17.90,17.50,8,242,4319.00,
526987,URJA GLOBAL ,B ,Q,2.14,2.23,2.10,2.18,2.22,2.16,219,220042,476777.00,
527001,ASHAPURA LTD,B ,Q,18.50,18.50,17.70,17.85,18.10,18.25,25,3083,55472.00,
530001,GUJ.ALKALI  ,A ,Q,499.45,503.15,494.45,498.55,498.00,497.05,97,1097,546888.00,
530005,INDIA CEM.  ,A ,Q,96.00,97.60,93.95,95.85,95.60,95.30,1596,236637,22749968.00,
530007,JK TYRE IND ,A ,Q,76.15,76.95,75.15,76.15,76.15,76.15,417,33094,2513432.00,
530011,MANGLR.CHEM ,B ,Q,36.70,36.70,34.05,34.45,34.80,34.70,26,2511,88705.00,
530017,STD.INDUST. ,T ,Q,15.00,15.00,14.80,15.00,15.00,15.25,7,2045,30500.00,
530019,JUBILANT    ,A ,Q,489.80,493.70,477.00,485.60,486.00,483.20,639,14955,7254178.00,
530023,THEINVEST   ,B ,Q,120.00,132.00,120.00,129.05,131.00,121.05,40,1126,143902.00,
530043,ACKNIT IND  ,X ,Q,76.20,84.80,75.60,82.30,84.00,84.00,17,800,65732.00,
530045,TITAN SECUR.,X ,Q,3.16,3.64,2.82,3.20,2.82,3.16,25,101411,335156.00,
530047,MOHOTAIND   ,B ,Q,26.20,26.20,24.55,24.55,24.55,25.80,7,1200,29625.00,
